Y,Ridge,RF,SVM
111.56,185.91740041339614,183.13828571428576,175.94506682200262
46.0,53.60699620173398,30.696000000000005,30.957009562291873
324.68,249.49567775380092,229.84457142857144,276.03269291309675
9.04,118.36942217932847,106.93028571428574,67.29873689628906
127.24,37.82152768906889,19.166857142857136,13.000518108648848
1.28,54.93925030665024,25.835428571428572,25.550429563781222
29.04,56.67043315093458,37.18057142857143,22.38101411334594
58.96000000000001,70.6084568562172,90.5222857142857,35.75925470361324
28.72,40.516309463032925,111.71428571428572,21.93392576222965
130.28,121.72583354799234,67.61485714285716,77.24456898226333
45.400000000000006,135.58500167206148,121.81028571428568,106.63506534625795
287.48,82.55289277430727,67.24799999999999,46.31779603868232
203.28,74.07702364100228,28.22857142857143,59.10771678721024
346.0,241.40511679203718,165.16914285714284,251.82295090500065
-1.8,70.30319085911697,59.585142857142856,62.036545499861234
1.68,16.662293679007178,20.109714285714283,19.2938360475938
94.92,51.944057906383335,32.30971428571428,10.59994327722309
0.0,30.327990558721524,65.72114285714284,9.654847835197486
196.4,238.4447255157345,260.41028571428575,254.7374497091834
230.72000000000003,185.0826424970877,184.91657142857142,189.22730373384502
277.64,240.59556416817156,319.7748571428571,266.4135879186155
73.56,106.46936929079938,132.0582857142857,70.6593378235165
105.36,35.06751759398364,10.256,10.712849226312898
359.28,230.76241016279687,295.33828571428575,249.801089341139
266.44,194.0269667549377,203.29257142857142,192.89207985164964
189.16,74.45426569572436,37.60799999999999,29.35712704972532
140.92000000000002,64.58030292669484,91.76457142857141,39.12166649893001
58.92,119.22503049038205,71.22514285714283,83.09484905735268
24.84,40.47341155616871,45.15542857142858,17.33767640343673
299.44,195.2703615226123,156.40800000000002,207.78884229971092
81.28,113.86473373118076,96.53828571428572,68.87467063024788
1.28,35.55606419116603,57.29257142857143,12.100778818234218
8.2,20.35219362227096,30.264000000000006,21.67963601198197
3.4,81.60104814869067,71.8114285714286,27.94813354028868
273.16,248.63288643851894,232.11885714285708,197.15873850826432
0.24,43.07207830835421,11.402285714285714,21.74225955640658
209.8,219.3165941489376,250.90057142857145,257.4002019473117
2.72,70.6097745891787,53.171428571428585,18.361525530775694
93.8,168.1846247306058,248.73714285714289,162.32309070301858
56.36,189.36211070671993,219.4685714285714,207.832098727752
8.32,70.85735294649538,83.71885714285713,41.79996038618562
8.48,34.07476599379689,35.260571428571424,19.46252891693976
-0.96,104.50168469180771,87.96342857142857,65.57977845688416
201.88,160.6730197475483,229.14285714285714,152.13978157480642
0.76,48.111073438036485,48.140571428571434,16.861585056848043
11.0,23.547228398493473,21.94857142857143,12.948024194229788
134.28,68.48828164652235,263.89028571428577,70.8687668180959
30.8,34.70367937556074,42.95314285714285,9.282826770434426
225.8,152.89832637583905,124.8457142857143,144.86797703381657
0.0,89.17032620775112,61.44685714285716,49.342455633826134
11.12,83.65865021446649,84.65028571428572,45.24827467022965
268.32,163.6359277178321,157.94857142857146,156.87439452924687
0.12,147.09985442929099,158.91885714285718,127.8569865267789
121.16,49.52990003404683,20.71885714285715,15.023458578443169
264.68,82.50737608844027,34.054857142857145,50.70891642552654
279.64,164.7660339442354,84.58171428571424,164.58143486553703
256.64,244.55046790380217,247.59542857142853,267.83750568985704
10.8,78.2605161307136,46.06285714285715,38.326517042453176
24.0,31.855941543896677,43.14285714285714,20.03334946943842
317.08000000000004,257.1020455529398,246.19428571428566,252.30186526710398
288.76,198.44068815549582,206.32000000000002,186.00849547512738
157.48000000000002,186.19276565120637,205.90057142857145,205.36576884804145
33.760000000000005,45.40285928768151,54.6342857142857,16.34175423689223
0.0,52.654631109131245,45.683428571428564,26.575628988246862
379.96,141.5205377663084,256.28685714285723,130.40155529640003
14.24,23.511117077294358,33.57028571428572,13.008141596054784
22.96,140.92170851133838,137.624,109.44086063727474
171.32,109.2759559643751,118.88685714285714,75.28281443642335
226.12,150.4664545831824,127.71085714285715,138.68899731213608
34.480000000000004,17.497364246163073,45.50514285714286,18.46747839109493
302.64,164.9703417991791,147.83885714285714,151.32661802504884
319.6,268.49393301217214,329.77942857142864,268.87461818511053
245.44,187.49476887925942,125.19314285714286,205.2544676724595
43.44,122.44481495106518,276.57714285714286,98.86895558988533
0.48,19.528929474423137,33.53828571428572,15.465335238126059
236.0,187.01465595800067,101.22171428571428,180.58277456131415
132.24,28.45754531864233,17.46742857142857,11.458788078471542
0.08,35.01834751365065,98.75999999999999,24.125049850211226
215.92,271.50952325360015,319.1062857142858,277.5599247315115
98.88,139.79151361570888,249.39199999999997,116.97569804716927
19.36,53.52222225506064,63.4297142857143,21.35525715263148
112.60000000000002,189.80912482116935,162.1017142857143,200.98639975785647
1.2,26.107683253886037,25.490285714285715,12.554047815189406
141.24,306.344669551154,212.18171428571435,255.70301545239718
300.76,206.04031598748975,233.89028571428568,222.26296147664831
10.6,10.227277497691091,22.48685714285714,28.11572041792428
6.04,86.52998244818782,49.41714285714286,40.495270844717766
251.28,185.35600966955695,206.07542857142863,194.46318084351634
0.28,29.50117288227321,29.366857142857146,12.421220222031138
341.68,216.46924457328393,174.9817142857143,196.47200765887362
27.200000000000003,173.2894617177978,135.05371428571428,174.12388885659422
310.44,209.60581210585917,247.26514285714288,240.08611482561605
106.92,34.0161144739572,128.3462857142857,15.60782675231539
158.04000000000002,156.60600708892895,117.22857142857143,139.5558540888129
269.64,154.3825712248804,147.51999999999998,143.4559262725956
299.72,245.09657657385722,264.9302857142857,269.1196884142346
6.960000000000001,47.397337222620195,30.85028571428572,17.98895741273182
529.08,279.5817628502983,258.56685714285703,224.440069752545
181.56,221.58843721040165,222.92000000000002,226.6979866527106
344.36,234.54864337607782,193.34057142857145,218.20358685909378
104.04,76.08162040417051,80.26971428571429,30.848619706518434
1.48,15.66011570204138,126.48000000000003,19.66188345759356
256.52,136.81740820014954,90.06857142857143,98.73138072423151
247.36,249.93744716387886,323.44571428571436,260.3580308420791
20.12,15.813800132474768,62.3702857142857,20.03883630068671
4.44,71.40748675322793,46.91657142857142,32.212728216052156
18.52,203.0526681442234,202.4685714285714,213.96256178294533
55.400000000000006,150.97488614258575,211.50628571428564,136.77419261112271
0.8,39.88423401071634,34.91657142857142,13.467585923919202
24.0,172.7551354059234,163.19199999999998,180.68818918296992
47.760000000000005,47.46209673665281,20.414857142857137,6.411345096463535
163.28,167.55451809248234,145.65599999999998,162.8127518528592
11.240000000000002,111.37400504190691,119.99657142857143,72.66378915567952
276.76,206.3575915042298,219.8491428571428,222.58365943650347
342.36,210.05463164926957,266.9268571428572,220.75958764482607
15.400000000000002,141.65818153198268,91.27771428571428,119.0855985567795
260.48,87.25257850680913,51.514285714285705,41.958140403549464
29.879999999999995,151.25783369846843,163.40685714285718,141.93592981700345
11.32,32.118027435161,37.736,10.901914546985793
0.84,75.78661281190341,102.0125714285714,37.27087853785494
1.16,13.476765118599815,69.48495238095241,22.54413429898672
0.04,24.393518035807645,9.756171428571434,14.261123395325782
446.64,264.61093141775694,217.36114285714282,170.02699303090264
114.51999999999998,78.5637617138454,90.25828571428572,48.78866807438709
225.72000000000003,58.87938538538032,31.148571428571437,25.227993409013934
20.56,18.150915995619172,81.14628571428571,16.859965882903694
325.48,186.34167486688932,212.44000000000005,187.81946343168812
100.44,77.42205396682,31.09028571428571,27.135317575325672
34.68,36.461882029441526,30.934857142857137,17.13048407535682
0.16,74.32445011797407,30.934857142857137,58.723613832448436
36.92,56.47783614302881,48.77599999999999,33.07583694619274
53.12,23.741395011686578,25.04685714285715,13.085293915477195
153.0,174.85470860501428,149.44114285714286,177.00531671363893
306.16,88.22027270853178,88.89942857142857,55.96483261386972
309.52,225.59523356565407,250.3611428571428,225.29010060248652
66.44,223.89668770541795,256.14171428571433,221.3417685759462
308.08000000000004,209.4113056527449,208.27771428571432,219.7547854966165
239.76,245.8732065008389,322.0594285714286,251.33850268639452
205.68,195.24974304007804,222.67200000000003,205.53678205038398
-0.28,162.72735415313676,169.59085714285715,150.0686375201334
31.96,154.08330085517048,47.49828571428573,128.54372724416243
105.24,166.107846272961,152.82057142857144,173.06916154789812
288.32,240.52416363653475,179.38971428571435,272.1247498283413
50.36,67.08583158774178,107.16799999999999,41.177175668198316
46.92,212.7354481403607,299.11885714285717,241.86137579919153
67.48,101.25012517197459,47.58857142857144,62.22124800022539
270.6,229.63719337351176,217.08114285714288,255.20042748887775
0.44,35.310270953015475,34.283091156462575,31.40280838023206
178.0,80.65755153690402,46.379428571428576,44.40492752550129
38.96,156.4599409468414,183.8605714285715,138.72515614313264
352.76,254.14463838958778,308.2114285714286,278.766198973005
163.16,187.5478598591738,180.36685714285719,202.0708002414617
158.8,166.17248985802058,188.55885714285725,153.03083980573095
6.960000000000001,40.69417289712922,66.12800000000001,28.50602083319788
127.4,58.42267499551491,44.20342857142858,21.79527465164449
104.68,171.52833046050262,187.59428571428575,163.63927040987463
275.48,239.80248849836525,242.61828571428563,256.0960132435061
2.96,110.79383457950657,28.289142857142853,65.50139621842935
192.56,86.40998632997304,50.4537142857143,52.23973019266937
362.08,292.14810483136534,246.71542857142853,239.12027163463523
387.72,252.79358077549722,300.03885714285724,282.92894323491805
302.88,263.8680046636845,293.40799999999996,276.9408796310601
13.56,32.41588371257197,32.07085714285713,8.531970545029466
398.56,258.63971870354464,278.6125714285714,245.09252462229546
148.8,125.41922603660133,60.616000000000014,87.82875396429144
1.24,31.185271006825857,58.00228571428571,20.568812483616185
34.4,119.35396497971571,95.08,83.833417547998
9.2,33.888615587047354,13.93942857142857,13.497674797160741
104.6,148.15358463795195,162.77599999999998,124.53878970144596
0.04,41.43497645688902,37.024,11.53246281845719
120.28,97.18600694278636,52.35428571428572,51.368560060227225
129.16,72.1564007588513,59.76228571428571,28.85149135936952
274.88,218.00594486114863,259.26628571428563,241.00567631182872
282.6,253.55076848572918,293.00114285714295,219.65648359858776
235.52,216.33819190730947,239.35542857142855,237.83328026937107
53.24,36.518777056483046,41.46514285714286,30.43318489941288
0.32,104.4143414114977,63.213714285714275,59.34767506534382
354.08000000000004,230.83563539326144,234.528,255.98676803491333
41.96,109.18492517634748,47.06857142857143,58.01622700794468
234.96,257.06378008890687,265.23771428571433,257.76632500560834
-0.4399999999999999,63.41328003925808,101.53371428571431,30.593806299452027
318.64,125.93890906134992,233.06171428571437,101.754210798057
185.28,223.28501829065067,214.18285714285716,211.66111964045223
6.92,60.09901739967732,43.16114285714286,27.10193826064277
31.36,157.61183689714775,117.36342857142853,138.84005442880903
13.32,20.173981112161954,53.25142857142856,17.608673968733754
0.64,15.338008169917885,72.52114285714283,25.925588869178995
336.48,239.90668297944723,258.5977142857143,260.738847832034
322.84000000000003,283.0800756363476,285.70971428571437,265.1018575824312
161.51999999999998,189.7645938965976,178.35657142857147,211.21226081140912
7.16,80.16593422253027,88.16000000000003,52.68376939377819
108.48,142.21092714408547,169.53714285714284,117.96524778523145
104.6,77.46874359517298,55.852571428571416,29.214986851507902
179.4,205.8437661901383,171.74171428571432,184.26767633445036
304.6,164.4123771851998,213.15657142857148,142.1765594491138
55.72,113.25999329697719,94.37485714285717,72.07176136670697
443.72,243.29377251067507,242.91885714285715,275.8870963136577
73.08,35.294476805153565,52.85599999999998,23.829959831275005
84.44,30.943569786132343,29.18275918367347,20.815701244319683
225.56,139.73607443751337,200.73142857142852,117.76491290502942
5.24,83.35741222459475,39.80685714285713,39.87304384345369
38.32,53.59890112704667,43.24342857142856,14.723263388251965
149.96,52.1507435826711,46.761142857142865,15.929447225430422
116.2,247.2998698278808,245.48457142857146,272.271293941869
76.75999999999999,121.3026175252267,82.28114285714285,79.94246250673706
14.44,58.6676934671869,114.06171428571429,35.46522721421461
34.44,90.93972323609634,96.51657142857145,50.327586470941895
179.64,119.9539374223047,40.930285714285716,78.65866189784987
60.31999999999999,41.22606053012731,32.053714285714285,14.369156849678731
-1.7199999999999998,91.64055147075314,45.52342857142858,45.11581274854409
17.0,17.27031374673284,60.395428571428575,34.391847841467126
81.08,130.07069760629702,185.51428571428576,105.62484514946233
386.36,264.03497261192837,283.33142857142866,250.64621592206836
227.4,175.4476646622798,142.46514285714284,170.64440071661826
235.16,141.00406745316116,213.08571428571426,114.62810481566393
342.4,260.58186018598434,345.30057142857146,265.02494867882024
191.72,130.96853182491387,114.83657142857143,102.34063145827834
327.76,224.9262369594203,271.85371428571426,247.4496285449651
