Player,Pos,Year,Ridge,RF,SVM,NeuralNet
DeVante Parker,WR,2021,-34.64810417466191,-46.327999999999946,-32.14077682035456,-23.885971069335938
George Kittle,TE,2018,132.19361651424182,144.50199999999998,139.09538515281884,147.55672760009764
Cedrick Wilson,WR,2003,25.42018510275622,21.994,37.368679629145504,39.20300025939942
Cedric Peerman,RB,2014,-14.741593718025904,-13.139999999999985,-1.890556749178323,-7.438605308532715
Charles Clay,TE,2018,-62.002722687737325,-58.34999999999999,-56.88530714971792,-53.716600036621095
Chris Hogan,WR,2020,-15.834805612155431,-15.513999999999992,-3.2142568170415267,-3.964570236206054
Heath Miller,TE,2009,67.45465512430354,80.48800000000003,72.26990754900858,87.06125869750977
Alfred Blue,RB,2015,19.36495337562737,-14.082000000000008,27.391977500598387,38.56514663696289
Dexter McCluster,WR,2016,-75.06337024654465,-61.27199999999998,-65.69938059983245,-50.37650604248047
Jamie Harper,RB,2012,-8.764892465905863,-24.944,4.270293870345935,-0.7729217529296868
Michael Turner,RB,2007,-32.09068508457791,-45.26400000000002,-22.91775707777881,-9.090069580078122
Austin Ekeler,RB,2021,168.9397638665841,212.028,172.8200549301197,183.67737274169923
Ike Hilliard,WR,2001,6.970491534176702,-19.569999999999965,9.493909826136855,13.996116638183594
Cody Latimer,WR,2016,-17.58429758297472,-29.966000000000008,-4.7824501647404905,-8.93988265991211
Terry McLaurin,WR,2021,23.66719149166039,19.73599999999999,22.02703267535176,36.35246276855469
Terrell Owens,WR,2009,1.90024014260797,17.340000000000003,2.004286102320634,13.950512695312511
Julius Jones,RB,2009,47.00179602951757,33.981999999999985,53.66512343920479,73.88182067871094
Frisman Jackson,WR,2003,-17.62868171820704,-11.534000000000008,-4.554724401891575,-11.525651550292968
Mark Ingram,RB,2019,115.85277721902187,89.43800000000002,121.82562028292232,123.1312484741211
Chad Mustard,TE,2005,-18.68588074528299,-27.274,-5.612948679856668,-12.9055606842041
Aveion Cason,RB,2003,-21.135943029711385,-7.534000000000006,-13.026155620353263,-5.63513259887695
Kyle Rudolph,TE,2019,0.2713429886965741,-3.487999999999971,4.581645339022117,3.0077011108398466
Aaron Jones,RB,2020,38.27216732910577,51.14400000000006,36.90915640685827,59.59432067871094
Owen Daniels,TE,2011,26.475507858575668,38.71400000000001,32.65238471001848,46.77430267333985
Kareem Hunt,RB,2018,22.115485651362206,-11.180000000000092,19.48890181560006,49.00932617187499
Mike Williams,WR,2007,149.65589909105148,153.77800000000002,161.65965515774778,162.69549407958985
Taylor Jacobs,WR,2005,-23.480574564140294,-20.284,-11.58425581387101,-15.058944702148438
Jaron Brown,WR,2017,30.356318075183097,47.746,40.846374587881805,47.749575805664065
Ryan Griffin,TE,2015,15.218910670613887,30.062,27.905148846749363,23.28843460083008
George Wrighster,TE,2005,-16.074576662114232,-4.701999999999984,-4.355752098157467,0.5933685302734375
Amani Toomer,WR,2008,2.0366437217840456,36.88600000000002,5.202194217203015,11.199653625488281
Brian Kozlowski,TE,2007,-20.582488392458263,-34.9156,-7.3558654907111745,-13.586541175842285
Demetrius Williams,WR,2008,-34.766856141206574,-25.98199999999997,-25.27243028051008,-8.660778045654297
Shad Meier,TE,2003,-4.10532586546929,-3.3880000000000017,9.293551695777964,1.693727874755858
Steven Jackson,RB,2008,54.984865972399774,25.82199999999992,57.33261609004896,74.02455291748046
Devonta Freeman,RB,2015,205.30744443357057,189.85200000000003,216.02840607643523,223.08504333496097
Tajae Sharpe,WR,2020,-26.706545931163085,-44.676,-17.887034127270283,-18.038166046142578
Tre'Quan Smith,WR,2020,24.904033383406396,23.922000000000004,33.98267742789159,43.02794036865234
Jeff Heuerman,TE,2017,-6.935673960485076,-22.78600000000003,4.642098746851886,3.3584587097167997
Daryl Richardson,RB,2013,-40.09238977559752,-61.34,-30.249721766691472,-17.94745864868164
Anthony Thomas,RB,2007,-39.38085419310405,-26.11399999999999,-29.9044118847358,-14.066537475585939
Jesse Chatman,RB,2005,24.79912018054246,-8.348000000000042,35.049333807364874,48.417844390869135
DeSean Jackson,WR,2017,-15.506338305475538,15.896000000000017,-17.431523875635946,-5.532606506347662
Ryan Moats,RB,2007,-8.123380918861155,-38.662000000000006,4.370200565316555,1.177225875854493
Marion Barber III,RB,2009,5.489439777181246,29.416,7.076026911071381,21.264492797851574
David Johnson,RB,2016,-143.2521090176897,-116.69400000000005,-139.4135046343119,-127.44523162841797
Danny Farmer,WR,2001,-18.68363436813378,-22.06,-8.328961130630276,-0.9311782836914091
Emmitt Smith,RB,2003,-61.62091255973998,2.741999999999976,-59.10074422651785,-44.673892211914065
Allen Robinson,WR,2018,87.9377155386531,80.91599999999997,99.49692760401425,100.77234153747558
Nick Goings,RB,2006,-21.095794542191136,-40.986,-9.946114106950668,-5.331521606445314
Darren Sproles,RB,2009,45.03046032231771,62.48200000000003,53.067860598287496,57.13023376464844
Dennis Northcutt,WR,2007,56.78198478573682,34.40799999999999,68.1110144979419,72.12400512695312
Lance Kendricks,TE,2018,-7.441625465493772,-6.454000000000008,3.5849483475828663,-0.023647308349609375
Coby Fleener,TE,2013,51.37475745090219,62.382000000000005,60.44932206202923,71.39866333007812
Matthew Slater,WR,2012,-26.411451340481328,-17.172000000000008,-13.503723674547745,-27.312774658203125
Jerick McKinnon,RB,2015,-12.989812123259796,2.069999999999993,-4.263778231149786,14.113073730468756
Troy Fumagalli,TE,2020,-7.248455661696319,6.2699999999999925,4.759393129029533,0.2067584991455078
Jerramy Stevens,TE,2010,-27.285473546771343,-29.46200000000001,-15.723427936880054,-16.92037124633789
Bill Baber,TE,2003,-20.134509570700324,-17.178,-7.352282560967225,-13.613468170166016
Jonathan Grimes,RB,2015,28.967347585436805,10.224000000000023,40.575536458472726,40.99260330200195
Jerome Bettis,RB,2003,31.8853409395272,9.007999999999996,36.97806702823468,45.79456634521483
Darren Fells,TE,2015,31.857162704454417,50.964000000000006,43.64395332082858,37.74237403869629
Giovani Bernard,RB,2017,21.042176179323636,37.78,28.451860550466108,34.66402740478517
David Clowney,WR,2009,-3.682221392847353,-6.133999999999986,8.560976465964188,5.7531959533691435
Donald Jones,WR,2012,23.93320473532758,10.200000000000031,34.63184002301839,42.4554412841797
Dez Bryant,WR,2018,-97.752038649571,-77.23199999999999,-93.87453648810175,-91.20193939208984
Zach Ertz,TE,2018,89.38522602970488,96.53600000000002,92.18280466164828,95.65802459716798
Arrelious Benn,WR,2012,-64.58849729981169,-58.33,-58.40186357704428,-65.36462097167968
Steve Johnson,WR,2009,-37.23324150956955,-40.637999999999984,-25.10020027498672,-24.33049774169922
Marcus Murphy,RB,2018,-5.678854371906162,-36.22999999999998,7.198465888644854,7.738746261596681
Corey Dillon,RB,2004,176.9731080245021,174.29799999999994,183.67593649358224,201.93326644897462
Ryan Hannam,TE,2003,-9.05452195272084,-13.33666666666666,4.132659760036958,-3.454343795776367
Ahman Green,RB,2008,-18.30579592617955,-32.903999999999975,-8.84271728204829,-3.6383308410644517
Chris Moore,WR,2017,22.232648348819907,26.532000000000007,35.823007022209914,31.05092849731445
Cody Latimer,WR,2019,-7.438127985421957,-2.4940000000000357,1.7002709887126315,13.42861557006836
Reggie Wayne,WR,2014,-0.2636313816309723,-21.90200000000001,2.910980061674138,13.6639389038086
LeGarrette Blount,RB,2016,131.44171423423865,140.28000000000006,137.6012715795257,148.3336929321289
Kellen Winslow,TE,2009,66.02473775282289,41.634000000000015,74.75844974314053,92.45659027099612
Leonard Fournette,RB,2021,122.10863116173468,143.264,131.21734910115083,135.0519577026367
Dion Lewis,RB,2012,-14.298223020351823,-11.567999999999998,-2.0266928276094767,-1.7981922149658196
Dante Rosario,TE,2011,-19.107491069905464,-13.034,-7.358551425172955,-1.1589374542236328
Zach Line,RB,2017,-8.963048487938986,-41.12600000000001,3.179819999745936,-3.3814758300781254
Aaron Jones,RB,2021,29.019325237273364,-2.4579999999998847,29.03595574030024,46.566131591796875
Jonnu Smith,TE,2019,36.30204388882224,26.658000000000012,45.054659635936446,46.95142288208008
Eric Saubert,TE,2020,-30.269941804970745,-66.74399999999997,-17.83861603901471,-18.687302017211913
Courtney Roby,WR,2013,-19.940656610608897,-22.686,-6.723109031734056,-14.398793601989746
Cethan Carter,TE,2020,-16.046085953545248,-29.315999999999992,-2.8771077841202306,-8.929846954345702
Jamel White,RB,2002,25.61600747262977,45.23400000000005,31.160648139784428,36.30457611083983
Plaxico Burress,WR,2003,-29.0453914817476,-7.561999999999983,-34.386564281790555,-17.6799346923828
Andre Johnson,WR,2004,64.58120173816766,58.646000000000015,64.20888858825457,70.14728393554688
Andre Holmes,WR,2013,38.54043482606584,43.916,51.64695015401809,45.197652435302736
Dustin Keller,TE,2010,49.16536205797786,58.22399999999999,56.26555158309196,67.65535278320313
Antonio Andrews,RB,2016,-86.07138902864479,-94.032,-80.02661330923625,-68.43771362304688
Andre Johnson,WR,2013,32.73704631622138,-2.5859999999999843,23.24556278089165,46.41508789062499
Torry Holt,WR,2006,30.400378016731626,38.42399999999998,25.668922859126862,42.54822998046876
Tony Scheffler,TE,2008,12.012267837488224,13.305999999999996,18.50142725034497,19.595266723632818
Jay Ajayi,RB,2016,143.57214532002334,135.98200000000003,154.3711776356527,162.67886047363282
Dominique Dafney,TE,2021,-23.16198472852762,-14.402,-10.937407985135009,-15.124784088134765
T.Y. Hilton,WR,2018,79.37024513536039,72.44000000000003,79.21494262118864,86.89933013916016
Dan Campbell,TE,2003,2.136361455465064,-5.299999999999997,11.29716097777944,9.234495162963867
ReShard Lee,RB,2006,18.968780082180068,15.088133333333335,31.69720423964226,25.422435760498047
Tony Brooks-James,RB,2020,-20.18438261814321,-31.59433333333332,-7.26361689341727,-13.353954887390136
Jason Wright,RB,2006,-4.558618027624632,4.186000000000011,8.49215784481796,5.711045837402345
Jeremy Kerley,WR,2017,-64.00119763741382,-69.10799999999998,-57.53495254661762,-41.617626953125
Matt Jones,WR,2006,21.75816814953632,32.231999999999985,31.86657468884013,34.5989501953125
Bam Childress,WR,2006,-57.11131380954836,-47.942000000000014,-46.08105039719172,-34.8535888671875
Antonio Bryant,WR,2009,-58.937174602331766,-55.63200000000003,-62.800422477999376,-46.41691589355469
Owen Daniels,TE,2012,43.08114286262855,55.98000000000002,46.11352904491345,51.015046691894554
Le'Veon Bell,RB,2018,-46.81834404943555,-83.24199999999996,-50.68722487184908,-18.637954711914062
Cam Akers,RB,2021,-85.88892553776216,-62.21600000000001,-79.24170678848851,-70.18902130126953
Greg Olsen,TE,2012,65.02626801036645,58.31200000000001,72.16049245938504,65.35123138427736
Ryan Griffin,TE,2021,22.80292782465969,33.192,34.29956005250467,27.99374923706055
Lorenzo Booker,RB,2011,-21.49898015590242,-40.478,-8.722590922956481,-9.741391754150388
LeSean McCoy,RB,2010,139.88693417603284,172.63799999999998,146.72493027536055,155.6215393066406
Peerless Price,WR,2001,62.1160517387448,71.71000000000002,64.8255846291502,71.4174835205078
Jacoby Jones,WR,2009,63.19531994715867,47.93,76.19715822514902,65.75760307312012
Chester Taylor,RB,2011,-36.90798889920895,-19.722,-26.342509551684557,-11.956492614746093
Michael Floyd,WR,2016,-110.57098957787493,-137.10799999999992,-108.42362850093552,-101.23495788574219
Roosevelt Nix,RB,2019,-23.851900643351165,-19.942000000000004,-10.61061413044627,-18.243100738525392
Cecil Sapp,RB,2006,-8.504239691205333,-5.538000000000002,4.474408850561817,-2.3023735046386715
DuJuan Harris,RB,2015,3.758980953283416,-15.126000000000015,16.487845839632893,11.459317016601563
Cedrick Wilson Jr.,WR,2021,68.23240841925528,75.99399999999999,80.88637424001175,81.02622299194336
Julius Jones,RB,2007,-17.761153232072587,-24.79399999999997,-17.343466462514954,0.026521301269525566
Troy Williamson,WR,2008,-42.22037941257806,-57.29,-31.997034355830017,-30.186048889160155
David Reed,WR,2012,-12.524684403793836,-26.05,0.4728532298528503,-5.190684700012207
Steve Heiden,TE,2008,7.06956071102114,5.821999999999999,19.092958452593063,13.05951538085938
J.J. Arrington,RB,2008,12.46525464403048,32.69400000000001,24.116551616366785,34.21913833618164
Jerome Harrison,RB,2008,18.07283870100981,0.7740000000000009,30.101649972997407,28.79624481201172
Dalvin Cook,RB,2021,-40.56798368185946,3.324000000000069,-44.687436892450506,-20.24089355468749
Shane Vereen,RB,2014,9.943812062768302,39.27600000000001,17.633066930030267,29.736653137207043
Darrel Williams,RB,2020,-21.32676813817514,-7.467999999999982,-10.141898708217669,-7.5127716064453125
Luke Willson,TE,2016,-11.09776049996745,-0.4379999999999953,-1.5171522386384098,2.9252876281738267
Patrick Cobbs,RB,2008,34.990986472182975,2.0579999999999927,47.94601925002608,44.119360733032224
Travis Taylor,WR,2006,19.341817664695142,31.982000000000014,24.83630752545029,33.16835174560546
David Martin,TE,2007,7.031026055246649,7.301999999999978,18.222994214318867,25.77301864624023
Alfred Morris,RB,2020,18.470584359917797,29.87576666666667,31.39790652279481,25.09094638824463
Cordarrelle Patterson,WR,2014,-21.799993969301184,-23.53199999999994,-12.56544421337712,-19.19473114013671
Eddie Berlin,WR,2002,-22.45046361130188,-17.814000000000004,-9.079166992363112,-17.21958122253418
Patrick Crayton,WR,2005,-0.0882166560468107,-2.6140000000000114,11.02326720152427,16.54696044921875
Santana Moss,WR,2006,-37.65145991526472,-42.813999999999965,-46.89846017876772,-24.999859619140636
Na Brown,WR,2001,-18.602473250986428,-14.798000000000002,-5.726608148237858,-9.122089385986328
Allen Robinson,WR,2017,-121.532861161391,-134.492,-117.34942528728806,-108.91785888671875
David Boston,WR,2002,-125.66307871121872,-132.418,-134.59544593275018,-109.51108398437499
Toby Gerhart,RB,2013,-3.240266668619085,12.213999999999976,8.138029559604178,17.905427551269533
Kevin Curtis,WR,2006,-28.065162632235182,-50.76400000000002,-23.75708735134621,-19.912417602539065
Clay Harbor,TE,2013,4.907770891800702,4.244000000000007,15.747111465830557,19.617354583740237
C.J. Spiller,RB,2012,128.1075053161698,145.086,133.87210585958354,140.97327880859376
Da'Rel Scott,RB,2013,7.941978809976447,7.584199999999999,20.834436594922195,14.798619270324707
Sean Ryan,TE,2007,-17.862234775241923,-6.768000000000005,-5.41247598239091,-11.35398712158203
AJ Dillon,RB,2021,119.67768108983284,131.45000000000002,130.9586644418668,136.05384788513186
Dorial Green-Beckham,WR,2016,-14.85739913915765,-28.673999999999975,-8.015983269923765,-9.40084533691406
Chris Chambers,WR,2009,-42.06289530643747,-41.89599999999997,-34.62237862712871,-41.95128173828125
Ruvell Martin,WR,2010,-12.398113812199435,-12.563999999999982,-0.1100983187734776,-2.0894653320312493
Dee Brown,RB,2006,-26.92155419606704,-13.160000000000002,-14.126328675287146,-17.47438774108887
Plaxico Burress,WR,2009,39.46752430976662,45.92399999999998,45.72467838410347,51.82391662597655
LeSean McCoy,RB,2014,-43.0720708252982,-88.79400000000007,-49.93752957608169,-12.86058959960937
Robert Wilson,WR,2001,0.2170755939532114,-3.014000000000024,12.301556978176784,11.046048355102542
Myles Gaskin,RB,2020,98.28180859832652,78.43800000000003,110.53596496607815,113.93957824707033
Mike Evans,WR,2020,45.27799557041473,44.92399999999998,40.543528870055496,58.12444458007812
Shawn Bryson,RB,2005,-2.0597123784128684,15.902,7.825800360342598,25.97774887084961
Ben Obomanu,WR,2010,64.67206325165638,70.65199999999999,77.55086874531494,71.63353691101074
Correll Buckhalter,RB,2008,40.65778265495376,52.41199999999998,51.06487070848079,67.2439697265625
Garrison Hearst,RB,2004,-99.06693491996091,-116.37000000000003,-95.4906101518834,-90.31624450683594
Edell Shepherd,WR,2004,-27.46809287051469,-29.886000000000006,-15.528682897869668,-10.440848541259765
Jim Dray,TE,2014,-1.557287480316603,-9.981999999999983,6.808651602795138,9.992251586914065
Jerry Porter,WR,2002,101.62321847885936,113.158,113.23445503511758,119.44525184631345
Seth Roberts,WR,2020,-49.54909920134323,-29.14,-38.46900495526152,-30.29747619628906
Noah Brown,WR,2021,-11.50636864766662,-33.978,0.566836396919868,0.9347023010253892
Erron Kinney,TE,2005,37.511047022177735,29.09199999999997,47.09311545098505,56.23509674072265
Nate Burleson,WR,2011,29.07519669795492,31.61799999999998,33.4592313883835,34.60792083740233
Leon Johnson,RB,2002,15.113084799775024,10.006000000000014,27.39865864826529,30.26763000488281
Cedrick Wilson Jr.,WR,2020,6.662466704933735,9.319999999999997,19.41771351137014,16.637067031860354
Tony Gonzalez,TE,2008,60.62325409165993,64.97599999999991,58.796082125287626,72.5568817138672
Andrew Quarless,TE,2014,9.9339293430846,2.1459999999999937,19.15319346797574,29.23122482299806
Austin Seferian-Jenkins,TE,2015,11.563123639094414,6.084000000000032,21.04655243422367,30.885124969482433
Charles Johnson,WR,2016,-2.1102689926518607,-4.207999999999991,9.074904637905403,5.837990951538089
Fred McAfee,RB,2001,-22.69821226969509,-37.34400000000002,-10.00099500120464,-14.518403816223145
Chad Lewis,TE,2002,1.0549411044083143,14.741999999999996,8.197194169804462,5.161213684082043
Michael Jenkins,WR,2005,51.31396934398352,42.19400000000001,64.68759462921557,57.29818229675294
Glenn Holt,WR,2007,1.5413868724761386,-30.093999999999987,14.715871270103456,7.93649959564209
Lamont Hall,TE,2005,-14.923627370750554,-68.71580000000003,-2.2775033371235853,-8.437156105041504
Andre Roberts,WR,2015,-56.50492904350284,-61.606,-46.41227567678642,-45.79668426513672
Paul Richardson,WR,2017,71.95112812828066,70.828,82.77008091957745,90.23150711059571
Darnell Dinkins,TE,2009,-16.026102080491857,-24.54599999999999,-2.809848915390635,-10.04559783935547
Brandon Coleman,WR,2017,5.846681764205968,9.423999999999992,16.27631489421644,23.0778793334961
Nate Poole,WR,2003,-23.5441742208525,-3.424000000000003,-11.709961407388963,-2.7296569824218757
Randall Cobb,WR,2019,37.5340767317507,43.664000000000016,47.07169019783274,54.04126586914063
Demetrius Harris,TE,2021,-20.91369844381856,-13.212000000000003,-8.561466096639037,-14.43144416809082
Leon Washington,RB,2012,-32.53340996818218,-49.02400000000001,-21.146511363524148,-13.266488647460937
De'Anthony Thomas,RB,2015,-19.62863541721949,-25.57000000000002,-7.991577942086501,-0.06427154541015767
James Stewart,RB,2002,88.06621239501602,74.952,91.96297465247751,106.02423706054688
Joe Horn,WR,2002,49.19939647161473,48.46000000000001,45.7877439358704,59.630651855468756
David Montgomery,RB,2021,-1.3745536855405476,-14.621999999999955,-2.512297645117769,13.027267456054688
Rod Streater,WR,2016,9.406822947784654,14.283999999999985,22.07629324331085,19.957234954833986
Tarik Cohen,RB,2019,-33.58204452362324,4.744,-31.05973207859404,-9.631570434570307
Ryan Grant,RB,2008,33.63728599503267,69.55799999999999,38.67859909996545,49.58050384521485
Reggie Kelly,TE,2008,0.6841054990385587,12.14200000000001,8.788998966062792,9.113391113281253
Kamar Aiken,WR,2016,-74.36186678746243,-32.84200000000003,-72.70653016948013,-66.6831771850586
Calvin Johnson,WR,2015,55.58046711908665,29.617999999999995,53.67030794760822,68.76322021484376
Jason Wright,RB,2010,-23.91937441052661,-14.171999999999992,-10.902197633634913,-12.363332748413086
Tyler Boyd,WR,2019,29.63040363464273,4.638000000000147,27.176919668540904,36.0583404541016
Brian Hartline,WR,2011,-19.50788070125462,-42.00799999999994,-15.810448534558546,-12.982363891601551
Alex Smith,TE,2006,-3.7729611843020905,12.35400000000002,5.135320381849645,18.472118377685547
Matt Spaeth,TE,2011,-3.50769394067364,-17.866000000000007,6.63854200120516,2.1608657836914062
Marcus Johnson,WR,2021,-32.79007732647024,-54.85600000000001,-22.71004271326755,-18.405455780029296
Mike Cloud,RB,2003,3.269451885523928,-28.83800000000001,14.954177207170687,16.684569931030275
Leonard Pope,TE,2012,-30.024436459745782,-29.628,-20.483392353628133,-18.514451599121095
Jeff King,TE,2008,-27.78283443409486,-31.700000000000003,-19.387727868880354,-9.753517150878906
Wayne Chrebet,WR,2001,-22.128945387642148,-10.033999999999978,-19.674213867963232,-15.520980834960938
Jerome Felton,RB,2015,-18.739601541868304,-25.081999999999987,-6.515524703223667,-12.18439540863037
Aldrick Robinson,WR,2014,-7.783727751281084,-20.31600000000003,2.6203620436051267,-0.5700523376464872
Mark Bruener,TE,2004,-16.783618061842528,-11.06199999999999,-3.2780515253284674,-10.0249755859375
Lee Evans,WR,2006,107.81492710570204,100.656,110.57231389774653,110.65219421386718
Roscoe Parrish,WR,2010,43.37739811996366,53.454,56.54489875974461,49.71283798217773
Joe Jurevicius,WR,2004,2.332701062045601,25.44999999999999,13.83168306727007,23.633862304687497
Shawn Bryson,RB,2001,-46.21317796888107,-33.744,-40.2042625740025,-37.092926025390625
Dwayne Carswell,TE,2001,-2.59367923932318,-0.8439999999999941,3.069872813851944,3.0326522827148494
Chris Carson,RB,2021,-87.75962822449685,-103.814,-84.42991254342334,-81.06959381103516
Julian Edelman,WR,2017,16.319121702190785,34.400000000000034,18.053406587114694,35.09344787597655
Torry Holt,WR,2002,29.01048528797466,35.77800000000002,21.944178517022465,38.06024169921878
Daniel Thomas,RB,2013,13.542849655434196,36.32400000000001,23.301295105510363,32.46513214111329
Shawn Bryson,RB,2006,-61.2015012896563,-80.72800000000004,-50.9387558732512,-46.20471343994141
Autry Denson,RB,2002,-20.1872192881784,-9.551233333333332,-7.245534936692027,-13.498555946350098
Nate Washington,WR,2011,91.99756784376704,77.61400000000003,96.31770282592446,87.62016754150392
Russell Shepard,WR,2017,-27.999186153590976,-23.13600000000001,-19.580719263919043,-3.885610961914061
Quinton Patton,WR,2015,25.278812304372963,34.093999999999994,38.18560630630196,34.41758766174317
Aaron Moorehead,WR,2005,-10.760000623495865,-95.878,2.4712643939215866,-4.635293006896973
Andre Holmes,WR,2015,-45.300622381399386,-37.138,-39.78142870985567,-46.38503875732422
Kevin Jones,RB,2008,-97.7413209151817,-88.22399999999999,-91.55456763017452,-91.1767364501953
Visanthe Shiancoe,TE,2005,-7.910728068358475,1.3699999999999974,3.821469776846845,-2.817866706848145
Jonathan Dwyer,RB,2011,-8.564525927896858,-2.369999999999997,4.209809409475122,-0.7417226791381832
Troy Brown,WR,2002,-15.5639651755765,-26.08599999999996,-17.915421963809223,-0.8533721923828068
Marcus Pollard,TE,2001,80.89067054451698,67.36399999999999,86.29602038945148,84.22038116455079
Jed Weaver,TE,2003,33.29877619923329,43.476000000000006,45.24702101962086,41.404143524169925
Jason Witten,TE,2012,50.51072450008441,57.36600000000003,51.54711978711568,57.59226837158204
LeSean McCoy,RB,2012,-37.719473227253445,-104.90399999999994,-38.561732132099536,-26.68109436035155
Steve Breaston,WR,2009,-15.795536456446628,-17.915999999999997,-15.167300151153311,-4.316534423828131
Duke Johnson,RB,2019,39.35156319072033,63.55799999999999,47.58205697931572,58.738258361816406
Keyshawn Johnson,WR,2005,18.255721982745456,-3.716000000000008,17.885990246860047,22.399882507324207
Bernard Berrian,WR,2008,36.38600458897905,62.10599999999998,37.94673321894915,44.444793701171875
Preston Parker,WR,2013,46.7668055861006,3.6880000000000015,59.82709910003577,53.67550258636476
Chad Johnson,WR,2002,114.74121669048584,132.262,125.2524346985005,142.85841903686523
Nick Boyle,TE,2019,22.42656553852505,22.011999999999983,31.8258881032052,32.51619682312012
Josh Malone,WR,2018,-25.564619186218568,-15.466,-13.561820682463727,-19.88490562438965
Clay Harbor,TE,2012,2.6364463625377894,-7.888000000000019,13.85031104936602,13.636397933959962
De'Anthony Thomas,RB,2016,-40.99081888788688,-47.356,-28.587803870937,-24.6489501953125
Albert Wilson,WR,2019,-36.630592169324615,-19.49200000000002,-30.400989109418248,-18.95734252929688
Devin Duvernay,WR,2021,10.961441972637786,6.713999999999992,21.90259024483788,25.105784606933597
Tyler Eifert,TE,2019,3.999244688691277,-3.274000000000001,12.574768233914767,25.994207000732416
Marcus Easley,WR,2014,-9.630903932644632,-14.405999999999988,3.744535223975749,-3.7703220367431634
Bobby Engram,WR,2005,42.78565884041353,56.00599999999999,49.1432549932548,55.38193969726562
Antony Auclair,TE,2020,-5.641795429740999,6.368,6.465812189271357,-2.1049564361572273
Clive Walford,TE,2018,-23.413362960293263,-12.871999999999998,-10.307783890697978,-15.551735305786133
Ezekiel Elliott,RB,2021,64.0346212508098,30.89400000000009,65.499553642727,74.5522216796875
Ricardo Lockette,WR,2014,3.6609881580172754,15.356000000000002,15.76815095843144,11.387965393066409
Elijah McGuire,RB,2018,7.066830387117079,14.163999999999994,16.774268261360127,23.999739074707037
Bruce Miller,RB,2014,-6.212707659616392,-25.858000000000004,2.756117989240451,3.8153770446777315
Christian Fauria,TE,2002,42.65239434513008,53.21000000000001,53.39068188782256,52.90955429077148
Danny Ware,RB,2010,-14.902013643739783,-41.74599999999999,-2.077567533073214,-4.88859748840332
Ben Watson,TE,2016,-11.740362238392436,-7.547999999999988,-9.29105617851711,-8.38357238769531
Willie Snead,WR,2017,-119.2626563504209,-96.93599999999996,-116.34389299402233,-104.50459747314453
Derrick Blaylock,RB,2004,88.58004228350623,78.44999999999999,100.52653743140245,101.07288360595703
Mike Bell,RB,2008,-11.120848235619636,-128.4960000000001,1.9025355130936656,-4.80614128112793
Daniel Graham,TE,2004,19.24859703813,38.06600000000001,27.620189962800268,29.23382415771485
Jermichael Finley,TE,2009,92.36588875312252,95.676,105.49859549874812,98.1183925628662
Eddie Royal,WR,2011,-63.22432392364587,-71.17000000000002,-56.31071281054192,-50.57541198730469
Terry Glenn,WR,2006,30.70148760766287,0.5720000000000027,27.31945444974798,39.431057739257795
Adrian Peterson,RB,2010,232.176079557264,243.894,244.90695042688537,240.44394912719724
Adrian Arrington,WR,2011,-109.88240608733564,-126.242,-102.98267256369364,-82.94641723632813
Jabar Gaffney,WR,2009,39.27285433000169,46.36400000000002,47.20238367767192,59.68977279663086
Eric Moulds,WR,2003,-60.66677752452208,-52.83400000000009,-61.77436242321704,-45.10240173339844
Mike Evans,WR,2021,80.14479967055541,86.83000000000001,78.41301671828819,82.69595336914062
Fred Jackson,RB,2009,70.61319317843363,76.72400000000006,77.64872493147999,82.71833496093751
Ryan Taylor,TE,2013,-16.887174718121997,-9.312000000000006,-3.944645498364949,-12.182388305664062
Deion Branch,WR,2012,-78.93742152426043,-66.35400000000001,-75.32808160197834,-77.29380798339844
Jerricho Cotchery,WR,2005,2.0720461888623305,-8.008000000000003,15.144971289819289,9.90284538269043
Bryan Gilmore,WR,2005,-25.174360253086405,-31.075999999999997,-13.20438158608075,-12.087724685668945
Jordan Reed,TE,2015,108.16080799871752,97.92600000000002,116.47536668609142,138.00755615234374
David Fluellen,RB,2018,-20.29998223180899,-29.11726666666666,-7.414253965009644,-12.802986526489258
Donald Driver,WR,2004,121.33286478197164,119.07799999999996,125.53402974190058,132.03612060546874
Mike Tolbert,RB,2016,-38.184790118601946,-34.22399999999997,-28.020087718278823,-23.33186569213867
Domenik Hixon,WR,2009,-61.98525797654001,-61.53,-56.2829947711774,-46.40102844238281
Marc Boerigter,WR,2004,-22.76949125855404,-45.41600000000001,-10.230616761724852,-11.29609260559082
Charlie Garner,RB,2004,-98.644924533767,-76.17,-92.9172108180411,-84.10848541259766
Jim Kleinsasser,TE,2006,-22.689116533883965,-33.036,-14.025098599274369,-15.012926864624024
Josh Hill,TE,2014,28.922251632451584,30.186,41.42961056800765,36.631875610351564
Ryan Grant,WR,2017,74.35747694208482,64.814,87.60504627461034,82.7603214263916
Darren Fells,TE,2016,-26.273861423612267,-60.17,-19.154339600815653,-13.52015838623047
Chris Ivory,RB,2012,-16.320168242227474,-10.387999999999984,-6.649220349100219,3.5478813171386747
Dustin Lyman,TE,2004,-15.973831598619665,-9.927999999999994,-3.617981972730188,-4.149254989624023
Keyshawn Johnson,WR,2001,56.75356812537655,47.73199999999997,58.65281090462716,60.89830169677734
Dare Ogunbowale,RB,2020,-36.98665244796661,-21.582000000000008,-25.56027668139081,-12.084748840332033
